"Timestamp","Age","Country","self_employed","family_history","treatment","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_interview","GroupedGender"
2014-08-28 12:40:00,32,"United Kingdom","Yes","Yes","No","No","Yes","Other","Yes","No","Other","Yes","Somewhat easy","No","Male"
2014-08-28 13:26:00,32,"United States","No","Yes","Yes","No","Yes","Yes","No","No","Not sure","Not sure","Don't know","No","Female"
2014-08-28 13:47:00,32,"United Kingdom","No","No","No","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Somewhat easy","Maybe","Male"
2014-08-28 17:02:00,32,"United Kingdom","No","Yes","Yes","No","No","Other","No","No","Other","Other","Don't know","No","Male"
2014-08-28 17:02:00,32,"United Kingdom","No","Yes","Yes","No","No","Other","No","No","Other","Other","Don't know","No","Male"
2014-08-28 17:10:00,32,"Germany","Yes","No","No","Yes","Yes","Other","Yes","No","Other","Yes","Somewhat easy","Maybe","Male"
2014-08-28 17:12:00,32,"United Kingdom","No","Yes","Yes","No","Yes","Not sure","No","No","Other","Not sure","Somewhat difficult","No","Female"
2014-08-28 17:34:00,32,"United States","Yes","Yes","Yes","Yes","Yes","Other","Yes","No","Other","Not sure","Very difficult","No","Male"
2014-08-28 22:35:00,32,"United States","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Male"
2014-08-28 23:16:00,32,"United States","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Not sure","Don't know","No","Male"
2014-08-29 04:53:00,32,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Very easy","No","Male"
2014-08-29 09:23:00,32,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-29 10:12:00,32,"United States","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Not sure","Somewhat easy","No","Male"
2014-08-29 10:13:00,32,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-29 15:10:00,32,"Netherlands","Yes","No","Yes","No","Yes","Other","No","No","Other","Yes","Very difficult","No","Male"
2014-08-29 16:30:00,32,"United Kingdom","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Male"
2014-08-29 17:04:00,32,"United States","No","No","Yes","No","Yes","Yes","Yes","Yes","Not sure","Yes","Don't know","No","Male"
2014-08-29 17:35:00,32,"United States","No","Yes","Yes","No","Yes","Other","Yes","No","Other","Not sure","Very difficult","No","Male"
2014-08-30 18:29:00,32,"United Kingdom","Yes","No","Yes","No","Yes","Other","Yes","Yes","Yes","Yes","Very easy","No","Male"
2014-08-31 15:23:00,32,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-09-01 22:58:00,32,"United States","No","No","No","No","Yes","Yes","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-09-02 03:13:00,32,"United States","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","No","Male"
2014-09-02 13:18:00,32,"Canada","Yes","No","No","Yes","Yes","Not sure","Not sure","No","Other","Not sure","Very easy","Maybe","Male"
2014-09-05 14:15:00,32,"United States","No","Yes","No","No","Yes","Yes","No","Yes","Not sure","Not sure","Don't know","No","Male"
2014-09-08 21:30:00,32,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Not sure","Not sure","Don't know","No","Female"
2014-09-26 21:25:00,32,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Other","Yes","Don't know","No","Female"
2014-08-27 11:36:00,33,"United States","No","Yes","Yes","No","Yes","Yes","Not sure","Don't know","Yes","Yes","Don't know","No","Male"
2014-08-27 11:37:00,33,"United States","No","No","No","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 11:45:00,33,"United States","No","No","No","Yes","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-27 11:47:00,3,"Canada","No","Yes","Yes","Yes","Yes","Not sure","No","No","Other","Other","Somewhat difficult","No","Male"
2014-08-27 11:56:00,33,"United States","No","No","No","No","Yes","Not sure","Not sure","Yes","Not sure","Not sure","Don't know","No","Male"
2014-08-27 12:05:00,33,"United States","No","Yes","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 12:18:00,33,"United States","No","No","Yes","No","Yes","Other","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 12:20:00,33,"United States","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Male"
2014-08-27 12:33:00,33,"United States","No","Yes","Yes","Yes","Yes","Not sure","No","Don't know","Not sure","Yes","Very easy","No","Male"
2014-08-27 12:34:00,33,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Very easy","No","Male"
2014-08-27 12:46:00,33,"United States","Yes","Yes","Yes","No","Yes","Other","Yes","Yes","Yes","Yes","Very difficult","No","Female"
2014-08-27 12:51:00,33,"United States","No","No","No","Yes","Yes","Not sure","No","No","Other","Not sure","Very easy","No","Male"
2014-08-27 13:12:00,33,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","Yes","Male"
2014-08-27 13:32:00,33,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Male"
2014-08-27 14:01:00,33,"Canada","No","No","No","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","No","Male"
2014-08-27 14:18:00,33,"United States","No","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Not sure","Don't know","No","Male"
2014-08-27 14:32:00,33,"Germany","Yes","Yes","Yes","No","No","Other","No","No","Other","Not sure","Somewhat difficult","Maybe","Male"
2014-08-27 14:39:00,33,"United States","No","Yes","No","Yes","Yes","Other","Yes","No","Other","Not sure","Very difficult","No","Female"
2014-08-27 14:41:00,33,"United Kingdom","No","No","No","Yes","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 14:54:00,33,"United States","No","Yes","Yes","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-27 14:59:00,33,"United States","No","No","No","No","Yes","Other","No","No","Other","Not sure","Somewhat difficult","No","Other"
2014-08-27 15:24:00,33,"Sweden","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Don't know","No","Female"
2014-08-27 15:27:00,33,"United States","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Not sure","Don't know","No","Male"
2014-08-27 15:27:00,33,"United States","No","No","No","Yes","Yes","Not sure","No","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-27 15:29:00,33,"United States","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 15:38:00,33,"United States","Yes","No","Yes","Yes","Yes","Other","No","No","Other","Yes","Somewhat easy","Yes","Male"
2014-08-27 15:44:00,33,"United States","No","No","No","Yes","Yes","Yes","No","Don't know","Other","Not sure","Don't know","No","Female"
2014-08-27 16:01:00,33,"United States","No","No","No","No","Yes","Yes","Not sure","Yes","Yes","Not sure","Very easy","No","Other"
2014-08-27 16:21:00,33,"Italy","No","No","No","No","No","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 16:42:00,33,"United States","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Not sure","Very easy","No","Female"
2014-08-27 17:09:00,33,"Germany","No","No","Yes","No","Yes","Yes","Yes","No","Other","Yes","Very easy","No","Male"
2014-08-27 19:13:00,33,"United States","No","No","No","No","Yes","Not sure","No","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-27 19:27:00,33,"Australia","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Yes","Very easy","Maybe","Male"
2014-08-27 20:55:00,33,"United States","No","Yes","No","Yes","Yes","Not sure","Not sure","No","Other","Yes","Very easy","No","Male"
2014-08-27 22:36:00,33,"United States","No","Yes","Yes","No","No","Yes","Not sure","No","Other","Yes","Somewhat difficult","No","Male"
2014-08-28 08:43:00,33,"Bulgaria","No","No","Yes","Yes","Yes","Other","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-28 09:40:00,33,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Female"
2014-08-28 09:57:00,33,"United States","Yes","Yes","Yes","Yes","Yes","Other","Yes","Yes","Yes","Other","Very difficult","No","Male"
2014-08-28 10:13:00,33,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 10:18:00,33,"United States","No","Yes","Yes","No","No","Other","Yes","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-28 10:42:00,33,"United Kingdom","Yes","No","No","No","No","Other","Not sure","No","Other","Not sure","Very easy","No","Male"
2014-08-28 10:47:00,33,"United Kingdom","No","No","Yes","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-28 11:19:00,33,"Norway","No","Yes","No","No","Yes","Yes","Yes","No","Other","Not sure","Very easy","No","Male"
2014-08-28 11:50:00,33,"United States","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Female"
2014-08-28 12:02:00,33,"United States","Yes","Yes","Yes","Yes","Yes","Other","Yes","No","Other","Yes","Very easy","No","Male"
2014-08-28 12:19:00,33,"United States","No","No","Yes","Yes","Yes","Other","Yes","No","Other","Yes","Somewhat difficult","Yes","Male"
2014-08-28 12:22:00,33,"United States","Yes","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 13:01:00,33,"United States","No","No","Yes","No","Yes","Yes","Yes","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-28 16:55:00,33,"United States","No","Yes","No","No","No","Yes","No","No","Other","Yes","Somewhat difficult","No","Male"
2014-08-28 17:46:00,33,"United States","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Male"
2014-08-28 18:26:00,33,"United States","No","Yes","Yes","No","Yes","Not sure","Yes","No","Yes","Not sure","Somewhat easy","No","Male"
2014-08-28 21:22:00,33,"United States","No","Yes","No","No","Yes","Yes","No","Don't know","Not sure","Not sure","Very easy","Yes","Male"
2014-08-28 22:23:00,33,"Netherlands","No","Yes","Yes","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-29 02:24:00,33,"Germany","No","Yes","Yes","No","Yes","Not sure","Not sure","Yes","Other","Yes","Somewhat easy","Yes","Male"
2014-08-29 04:39:00,33,"United Kingdom","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-29 05:54:00,33,"United Kingdom","Yes","Yes","Yes","Yes","Yes","Other","Yes","No","Other","Other","Very difficult","No","Male"
2014-08-29 06:42:00,33,"United Kingdom","Yes","No","Yes","Yes","Yes","Other","Yes","Yes","Yes","Yes","Very easy","No","Female"
2014-08-29 09:47:00,33,"United States","Yes","No","No","Yes","Yes","Other","Yes","Don't know","Not sure","Yes","Somewhat easy","No","Female"
2014-08-29 11:20:00,33,"United States","No","No","No","Yes","Yes","Yes","No","Don't know","Yes","Yes","Don't know","No","Male"
2014-08-29 11:24:00,33,"Italy","No","Yes","Yes","No","Yes","Other","Not sure","No","Other","Not sure","Somewhat easy","No","Other"
2014-08-29 11:44:00,33,"United States","Yes","No","No","Yes","Yes","Not sure","No","No","Other","Other","Very easy","No","Male"
2014-08-29 21:40:00,33,"Canada","Yes","Yes","Yes","Yes","Yes","Other","Yes","No","Other","Other","Very difficult","No","Female"
2014-08-30 05:47:00,33,"United States","No","No","Yes","No","Yes","Yes","Yes","Don't know","Not sure","Not sure","Don't know","No","Female"
2014-08-30 07:31:00,33,"Croatia","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Not sure","Yes","Very easy","Maybe","Male"
2014-08-30 19:56:00,33,"United Kingdom","No","No","Yes","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Very easy","No","Female"
2014-08-27 11:38:00,34,"United States","No","No","Yes","Yes","Yes","Not sure","Not sure","No","Not sure","Not sure","Somewhat difficult","No","Male"
2014-08-27 11:43:00,34,"United States","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-27 11:52:00,34,"United States","Yes","No","No","Yes","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 11:53:00,34,"Canada","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-27 12:10:00,34,"United States","No","Yes","Yes","Yes","Yes","Yes","Not sure","No","Not sure","Not sure","Don't know","No","Female"
2014-08-27 12:14:00,34,"United States","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 12:28:00,34,"United States","No","Yes","No","Yes","Yes","Yes","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 12:48:00,34,"United States","No","No","No","No","Yes","Other","No","No","Other","Not sure","Very easy","No","Male"
2014-08-27 12:49:00,34,"Canada","No","Yes","Yes","No","No","Yes","Yes","Yes","Other","Not sure","Somewhat easy","No","Female"
2014-08-27 12:57:00,34,"United States","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Female"
2014-08-27 13:00:00,34,"Austria","No","Yes","No","Yes","Yes","Not sure","No","Don't know","Not sure","Not sure","Very easy","No","Male"
2014-08-27 13:12:00,34,"United States","No","No","No","No","Yes","Yes","No","No","Other","Not sure","Somewhat easy","Maybe","Female"
2014-08-27 13:19:00,34,"Australia","Yes","No","No","Yes","Yes","Not sure","Not sure","Yes","Yes","Not sure","Somewhat difficult","No","Male"
2014-08-27 13:29:00,34,"United Kingdom","No","Yes","No","No","Yes","Other","No","No","Other","Yes","Somewhat difficult","No","Male"
2014-08-27 13:32:00,34,"United States","No","Yes","Yes","No","Yes","Other","No","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-27 13:59:00,34,"United Kingdom","No","No","No","No","Yes","Other","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 14:01:00,34,"United States","No","No","No","No","No","Yes","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 14:54:00,34,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","Yes","Yes","Don't know","No","Male"
2014-08-27 14:57:00,34,"United States","No","No","Yes","Yes","Yes","Other","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 15:03:00,34,"Germany","Yes","Yes","Yes","Yes","Yes","Other","No","No","Not sure","Not sure","Somewhat difficult","No","Male"
2014-08-27 15:22:00,34,"United States","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Very difficult","No","Female"
2014-08-27 15:31:00,34,"Finland","No","No","No","No","Yes","Other","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 15:38:00,34,"United States","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 15:47:00,34,"United States","No","Yes","No","No","Yes","Yes","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-27 15:55:00,34,"United States","No","No","Yes","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-27 16:14:00,34,"United States","No","No","No","Yes","Yes","Not sure","No","No","Other","Not sure","Very difficult","No","Male"
2014-08-27 16:29:00,34,"Netherlands","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-27 17:10:00,34,"United Kingdom","No","Yes","Yes","No","Yes","Other","Yes","No","Other","Yes","Very easy","No","Male"
2014-08-27 19:08:00,34,"Australia","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","Male"
2014-08-27 21:15:00,34,"United States","No","Yes","Yes","Yes","No","Yes","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 22:04:00,34,"United States","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Other","Not sure","Don't know","No","Male"
2014-08-28 02:17:00,34,"United States","Yes","Yes","Yes","No","Yes","Other","Yes","No","Other","Yes","Somewhat easy","No","Male"
2014-08-28 02:49:00,34,"United States","No","No","Yes","Yes","Yes","Yes","Yes","No","Not sure","Not sure","Somewhat easy","No","Female"
2014-08-28 04:16:00,34,"Australia","No","Yes","No","No","No","Not sure","No","Yes","Yes","Not sure","Don't know","No","Female"
2014-08-28 10:02:00,34,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-28 11:32:00,34,"Germany","No","No","No","No","Yes","Other","No","No","Other","Yes","Somewhat easy","Maybe","Male"
2014-08-28 12:19:00,34,"United Kingdom","No","Yes","Yes","No","Yes","Not sure","Not sure","Don't know","Not sure","Yes","Very easy","No","Male"
2014-08-28 14:57:00,34,"United States","No","No","No","Yes","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-28 15:56:00,34,"United States","No","No","Yes","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 16:56:00,34,"United States","No","No","Yes","No","Yes","Not sure","No","Yes","Not sure","Yes","Don't know","No","Male"
2014-08-28 17:08:00,34,"United Kingdom","No","No","No","Yes","Yes","Other","No","No","Other","Other","Somewhat difficult","No","Male"
2014-08-28 17:47:00,34,"Germany","Yes","No","Yes","Yes","Yes","Other","Not sure","No","Other","Yes","Somewhat difficult","No","Male"
2014-08-28 19:15:00,34,"United Kingdom","Yes","No","Yes","Yes","Yes","Other","No","No","Other","Yes","Somewhat difficult","No","Male"
2014-08-28 21:47:00,34,"United States","No","No","No","No","Yes","Not sure","No","No","Yes","Not sure","Very easy","No","Male"
2014-08-29 00:47:00,34,"Netherlands","No","No","Yes","No","Yes","Other","Yes","No","Other","Yes","Very easy","Maybe","Male"
2014-08-29 03:02:00,34,"Netherlands","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","Male"
2014-08-29 08:59:00,34,"United Kingdom","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Other","Somewhat easy","No","Female"
2014-08-29 09:31:00,34,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Yes","Very easy","Maybe","Male"
2014-08-29 09:36:00,34,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Very easy","No","Male"
2014-08-29 09:40:00,34,"United States","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-29 10:33:00,34,"United States","No","No","No","No","No","Yes","Not sure","Yes","Not sure","Not sure","Don't know","No","Male"
2014-08-29 11:11:00,34,"United States","No","No","No","No","Yes","Other","Not sure","No","Other","Not sure","Very easy","No","Female"
2014-08-29 12:26:00,34,"United States","No","No","No","Yes","Yes","Yes","Not sure","Don't know","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-29 12:48:00,34,"Greece","No","No","No","Yes","Yes","Other","No","No","Other","Not sure","Very difficult","No","Male"
2014-08-29 16:21:00,34,"Canada","No","Yes","Yes","No","No","Not sure","No","Yes","Not sure","Not sure","Somewhat easy","No","Female"
2014-08-30 16:38:00,34,"United States","No","No","No","Yes","Yes","Other","Yes","No","Other","Not sure","Don't know","No","Male"
2014-09-02 08:24:00,34,"United Kingdom","No","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","Female"
2014-09-08 00:52:00,34,"Poland","No","No","No","Yes","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-27 11:37:00,35,"United States","No","Yes","Yes","No","No","Yes","Yes","No","Not sure","Other","Very easy","No","Male"
2014-08-27 11:37:00,35,"United States","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","Not sure","Not sure","Don't know","Maybe","Female"
2014-08-27 11:42:00,35,"United States","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Very easy","Maybe","Male"
2014-08-27 11:42:00,35,"United States","No","No","No","Yes","Yes","Yes","Not sure","Don't know","Yes","Not sure","Somewhat difficult","No","Male"
2014-08-27 11:50:00,35,"Canada","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 12:23:00,35,"United States","No","Yes","No","No","Yes","Yes","Not sure","No","Other","Yes","Somewhat easy","No","Male"
2014-08-27 12:23:00,35,"United States","No","Yes","Yes","Yes","Yes","Not sure","Not sure","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 12:32:00,35,"United States","No","No","No","Yes","Yes","Not sure","Not sure","No","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-27 12:38:00,35,"United States","No","No","No","Yes","No","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-27 12:53:00,35,"United States","No","Yes","Yes","No","Yes","Yes","Not sure","Don't know","Other","Yes","Somewhat easy","No","Female"
2014-08-27 12:54:00,35,"United States","No","No","Yes","No","Yes","Other","No","No","Other","Yes","Don't know","No","Male"
2014-08-27 12:55:00,35,"United States","No","No","No","Yes","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Female"
2014-08-27 14:10:00,35,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Yes","Somewhat difficult","No","Male"
2014-08-27 14:14:00,35,"United States","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 14:24:00,35,"United States","No","No","Yes","No","Yes","Yes","Not sure","Don't know","Yes","Not sure","Don't know","No","Male"
2014-08-27 14:38:00,35,"United States","No","No","No","No","No","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 15:11:00,35,"United States","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Very easy","No","Male"
2014-08-27 15:25:00,35,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Not sure","Very difficult","No","Male"
2014-08-27 15:26:00,35,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Very difficult","No","Male"
2014-08-27 15:58:00,35,"Netherlands","No","Yes","No","No","Yes","Yes","No","No","Other","Yes","Don't know","No","Male"
2014-08-27 16:35:00,35,"United States","No","No","Yes","No","Yes","Other","Yes","No","Other","Not sure","Don't know","No","Female"
2014-08-27 17:15:00,35,"United States","No","No","No","No","No","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 21:39:00,35,"United States","No","No","No","No","Yes","Other","Yes","No","Other","Yes","Very easy","Maybe","Male"
2014-08-27 22:35:00,35,"United States","Yes","Yes","No","Yes","Yes","Other","No","Yes","Yes","Not sure","Very easy","No","Male"
2014-08-28 00:17:00,35,"United States","No","No","No","No","Yes","Yes","No","Yes","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-28 00:43:00,35,"United States","No","Yes","Yes","Yes","No","Yes","Yes","No","Other","Yes","Very difficult","No","Male"
2014-08-28 02:52:00,35,"Germany","No","No","Yes","No","No","Not sure","No","Yes","Not sure","Not sure","Very easy","No","Male"
2014-08-28 03:13:00,35,"United States","Yes","No","No","Yes","Yes","Yes","Not sure","No","Other","Yes","Very easy","No","Male"
2014-08-28 03:16:00,35,"Germany","No","No","No","No","Yes","Other","No","No","Other","Not sure","Very easy","No","Male"
2014-08-28 08:06:00,35,"Canada","No","Yes","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 11:14:00,35,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","Male"
2014-08-28 13:08:00,35,"United States","No","No","Yes","No","No","Yes","No","No","Other","Yes","Very difficult","No","Female"
2014-08-28 13:35:00,35,"United States","No","No","Yes","Yes","Yes","Not sure","No","Don't know","Not sure","Not sure","Very easy","No","Female"
2014-08-28 14:04:00,35,"United States","No","No","Yes","No","No","Other","No","No","Other","Yes","Very difficult","No","Male"
2014-08-28 14:51:00,35,"Denmark","Yes","Yes","Yes","No","Yes","Other","Yes","Yes","Other","Not sure","Somewhat easy","Maybe","Male"
2014-08-28 14:53:00,35,"Denmark","Yes","Yes","Yes","No","Yes","Other","Yes","Yes","Other","Not sure","Somewhat easy","Maybe","Male"
2014-08-28 15:43:00,35,"United States","No","Yes","Yes","No","No","Other","Yes","No","Other","Yes","Don't know","No","Male"
2014-08-28 16:55:00,35,"United States","No","No","No","No","Yes","Not sure","Not sure","Yes","Not sure","Not sure","Don't know","No","Male"
2014-08-28 17:09:00,35,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-28 17:27:00,35,"United States","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Not sure","Not sure","Don't know","No","Male"
2014-08-28 20:12:00,35,"United States","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Somewhat difficult","No","Male"
2014-08-28 21:41:00,35,"United States","No","Yes","Yes","No","No","Yes","Not sure","Yes","Yes","Yes","Somewhat difficult","No","Female"
2014-08-29 00:41:00,35,"United States","No","No","Yes","No","Yes","Yes","Yes","Don't know","Yes","Not sure","Very difficult","No","Male"
2014-08-29 05:24:00,35,"Germany","Yes","No","Yes","Yes","No","Not sure","No","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-29 09:19:00,35,"United Kingdom","Yes","No","No","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-29 09:35:00,35,"United Kingdom","No","Yes","Yes","No","Yes","Other","Yes","No","Other","Yes","Very easy","No","Male"
2014-08-29 11:02:00,35,"Canada","No","Yes","No","Yes","Yes","Other","Yes","No","Other","Not sure","Don't know","No","Male"
2014-08-29 11:12:00,35,"United States","No","No","No","Yes","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-29 11:34:00,35,"Switzerland","No","Yes","Yes","No","Yes","Not sure","Not sure","No","Other","Yes","Very easy","No","Male"
2014-08-29 22:08:00,35,"United States","No","Yes","No","Yes","Yes","Not sure","No","No","Other","Not sure","Somewhat easy","No","Female"
2014-08-30 20:19:00,35,"United States","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Yes","Don't know","No","Male"
2014-09-01 21:34:00,35,"United States","No","Yes","Yes","No","No","Yes","Yes","No","Yes","Not sure","Somewhat easy","No","Male"
2014-10-05 21:16:00,35,"United States","No","Yes","Yes","Yes","Yes","Other","No","No","Other","Yes","Don't know","No","Female"
2014-08-27 11:35:00,36,"France","Yes","Yes","No","Yes","Yes","Other","No","Yes","Other","Yes","Somewhat easy","Maybe","Male"
2014-08-27 11:52:00,36,"United States","No","No","No","Yes","Yes","Yes","No","Don't know","Yes","Not sure","Don't know","Maybe","Male"
2014-08-27 12:33:00,36,"United States","No","No","No","No","Yes","Yes","No","No","Other","Yes","Don't know","No","Male"
2014-08-27 12:41:00,36,"United States","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-27 12:43:00,36,"United Kingdom","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Male"
2014-08-27 13:22:00,36,"United States","No","No","Yes","No","Yes","Yes","No","No","Yes","Not sure","Don't know","No","Male"
2014-08-27 14:25:00,36,"United States","Yes","No","Yes","No","Yes","Other","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 14:41:00,36,"United States","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-27 15:13:00,36,"United States","No","Yes","Yes","No","Yes","Other","Yes","No","Other","Yes","Very easy","No","Male"
2014-08-27 15:43:00,36,"United States","No","No","No","Yes","Yes","Yes","No","Yes","Not sure","Not sure","Somewhat easy","No","Male"
